"t" "date" "time" "comments" "neg" "pos" "emo"
"3088" 3088 "2012-08-12" "20:29:00" 9529 -1.7534 2.2251 0.4717
"3089" 3089 "2012-08-12" "20:44:00" 4301 -1.7024 2.3241 0.6217
"3090" 3090 "2012-08-12" "20:59:00" 5281 -1.6378 2.2291 0.5914
"3091" 3091 "2012-08-12" "21:14:00" 5708 -1.5494 2.3243 0.7749
"3092" 3092 "2012-08-12" "21:29:00" 7684 -1.6533 2.2283 0.575
"3093" 3093 "2012-08-12" "21:44:00" 9477 -1.7018 2.2135 0.5117
"3094" 3094 "2012-08-12" "21:59:00" 8231 -1.5626 2.241 0.6784
"3095" 3095 "2012-08-12" "22:14:00" 6256 -1.5823 2.2848 0.7025
"3096" 3096 "2012-08-12" "22:29:00" 5777 -1.65 2.2375 0.5875
"3097" 3097 "2012-08-12" "22:44:00" 4879 -1.6704 2.2644 0.594
"3098" 3098 "2012-08-12" "22:59:00" 2933 -1.6379 2.3992 0.7613
"3099" 3099 "2012-08-12" "23:14:00" 2314 -1.6404 2.4875 0.847
"3100" 3100 "2012-08-12" "23:29:00" 1016 -1.7047 2.5207 0.8159
"3101" 3101 "2012-08-12" "23:44:00" 1150 -1.6783 2.5383 0.86
"3102" 3102 "2012-08-12" "23:59:00" 1092 -1.6859 2.4734 0.7875
"3103" 3103 "2012-08-13" "00:14:00" 939 -1.6507 2.4941 0.8435
"3104" 3104 "2012-08-13" "00:29:00" 647 -1.6383 2.4606 0.8223
"3105" 3105 "2012-08-13" "00:44:00" 615 -1.6976 2.3675 0.6699
"3106" 3106 "2012-08-13" "00:59:00" 453 -1.5717 2.5364 0.9647
"3107" 3107 "2012-08-13" "01:14:00" 355 -1.5352 2.5268 0.9915
"3108" 3108 "2012-08-13" "01:29:00" 368 -1.4946 2.5625 1.0679
"3109" 3109 "2012-08-13" "01:44:00" 280 -1.5714 2.3536 0.7821
"3110" 3110 "2012-08-13" "01:59:00" 246 -1.6382 2.4309 0.7927
"3111" 3111 "2012-08-13" "02:14:00" 233 -1.6481 2.2876 0.6395
"3112" 3112 "2012-08-13" "02:29:00" 168 -1.6667 2.25 0.5833
"3113" 3113 "2012-08-13" "02:44:00" 170 -1.6118 2.2765 0.6647
"3114" 3114 "2012-08-13" "02:59:00" 135 -1.6741 2.3037 0.6296
"3115" 3115 "2012-08-13" "03:14:00" 115 -1.687 2.4522 0.7652
"3116" 3116 "2012-08-13" "03:29:00" 113 -1.646 2.3805 0.7345
"3117" 3117 "2012-08-13" "03:44:00" 108 -1.537 2.3426 0.8056
"3118" 3118 "2012-08-13" "03:59:00" 98 -1.7347 2.5408 0.8061
"3119" 3119 "2012-08-13" "04:14:00" 100 -1.69 2.22 0.53
"3120" 3120 "2012-08-13" "04:29:00" 77 -1.7273 2.2597 0.5325
"3121" 3121 "2012-08-13" "04:44:00" 83 -1.506 2.3012 0.7952
"3122" 3122 "2012-08-13" "04:59:00" 87 -1.4713 2.4368 0.9655
"3123" 3123 "2012-08-13" "05:14:00" 109 -1.5413 2.3578 0.8165
"3124" 3124 "2012-08-13" "05:29:00" 130 -1.6231 2.3385 0.7154
"3125" 3125 "2012-08-13" "05:44:00" 158 -1.7848 2.4114 0.6266
"3126" 3126 "2012-08-13" "05:59:00" 184 -1.7228 2.288 0.5652
"3127" 3127 "2012-08-13" "06:14:00" 194 -1.6856 2.4433 0.7577
"3128" 3128 "2012-08-13" "06:29:00" 329 -1.7325 2.3313 0.5988
"3129" 3129 "2012-08-13" "06:44:00" 355 -1.7803 2.2338 0.4535
"3130" 3130 "2012-08-13" "06:59:00" 361 -1.7784 2.3657 0.5873
"3131" 3131 "2012-08-13" "07:14:00" 447 -1.7673 2.3647 0.5973
"3132" 3132 "2012-08-13" "07:29:00" 473 -1.7907 2.3488 0.5581
"3133" 3133 "2012-08-13" "07:44:00" 572 -1.7378 2.3566 0.6189
"3134" 3134 "2012-08-13" "07:59:00" 590 -1.6712 2.4136 0.7424
"3135" 3135 "2012-08-13" "08:14:00" 640 -1.65 2.4141 0.7641
"3136" 3136 "2012-08-13" "08:29:00" 767 -1.751 2.3703 0.6193
"3137" 3137 "2012-08-13" "08:44:00" 737 -1.6798 2.4844 0.8046
"3138" 3138 "2012-08-13" "08:59:00" 801 -1.7054 2.3795 0.6742
"3139" 3139 "2012-08-13" "09:14:00" 757 -1.6962 2.4082 0.712
"3140" 3140 "2012-08-13" "09:29:00" 750 -1.6573 2.4187 0.7613
"3141" 3141 "2012-08-13" "09:44:00" 785 -1.7045 2.3809 0.6764
"3142" 3142 "2012-08-13" "09:59:00" 747 -1.6399 2.3628 0.7229
"3143" 3143 "2012-08-13" "10:14:00" 757 -1.6869 2.3871 0.7001
"3144" 3144 "2012-08-13" "10:29:00" 703 -1.6984 2.3457 0.6472
"3145" 3145 "2012-08-13" "10:44:00" 689 -1.7184 2.3774 0.6589
"3146" 3146 "2012-08-13" "10:59:00" 714 -1.6653 2.402 0.7367
"3147" 3147 "2012-08-13" "11:14:00" 740 -1.7122 2.3297 0.6176
"3148" 3148 "2012-08-13" "11:29:00" 626 -1.7077 2.369 0.6613
"3149" 3149 "2012-08-13" "11:44:00" 756 -1.7381 2.3862 0.6481
"3150" 3150 "2012-08-13" "11:59:00" 569 -1.71 2.3673 0.6573
"3151" 3151 "2012-08-13" "12:14:00" 648 -1.6975 2.3688 0.6713
"3152" 3152 "2012-08-13" "12:29:00" 616 -1.7938 2.3036 0.5097
"3153" 3153 "2012-08-13" "12:44:00" 621 -1.7842 2.3414 0.5572
"3154" 3154 "2012-08-13" "12:59:00" 643 -1.6765 2.3375 0.661
"3155" 3155 "2012-08-13" "13:14:00" 609 -1.711 2.3103 0.5993
"3156" 3156 "2012-08-13" "13:29:00" 534 -1.7004 2.3577 0.6573
"3157" 3157 "2012-08-13" "13:44:00" 492 -1.7581 2.3679 0.6098
"3158" 3158 "2012-08-13" "13:59:00" 478 -1.6548 2.3222 0.6674
"3159" 3159 "2012-08-13" "14:14:00" 500 -1.694 2.316 0.622
"3160" 3160 "2012-08-13" "14:29:00" 535 -1.6579 2.3308 0.6729
"3161" 3161 "2012-08-13" "14:44:00" 426 -1.6455 2.3521 0.7066
"3162" 3162 "2012-08-13" "14:59:00" 473 -1.685 2.315 0.63
"3163" 3163 "2012-08-13" "15:14:00" 444 -1.7568 2.3063 0.5495
"3164" 3164 "2012-08-13" "15:29:00" 398 -1.6633 2.3442 0.6809
"3165" 3165 "2012-08-13" "15:44:00" 456 -1.6075 2.4232 0.8158
"3166" 3166 "2012-08-13" "15:59:00" 438 -1.5959 2.3447 0.7489
"3167" 3167 "2012-08-13" "16:14:00" 477 -1.7484 2.3438 0.5954
"3168" 3168 "2012-08-13" "16:29:00" 455 -1.7033 2.3275 0.6242
"3169" 3169 "2012-08-13" "16:44:00" 348 -1.6408 2.3908 0.75
"3170" 3170 "2012-08-13" "16:59:00" 428 -1.6682 2.3037 0.6355
"3171" 3171 "2012-08-13" "17:14:00" 436 -1.7317 2.2179 0.4862
"3172" 3172 "2012-08-13" "17:29:00" 459 -1.6405 2.3573 0.7168
"3173" 3173 "2012-08-13" "17:44:00" 411 -1.8005 2.2968 0.4964
"3174" 3174 "2012-08-13" "17:59:00" 474 -1.6899 2.2553 0.5654
"3175" 3175 "2012-08-13" "18:14:00" 504 -1.756 2.2956 0.5397
"3176" 3176 "2012-08-13" "18:29:00" 430 -1.6884 2.3512 0.6628
"3177" 3177 "2012-08-13" "18:44:00" 402 -1.6617 2.301 0.6393
"3178" 3178 "2012-08-13" "18:59:00" 369 -1.6856 2.3089 0.6233
"3179" 3179 "2012-08-13" "19:14:00" 439 -1.8109 2.2551 0.4442
"3180" 3180 "2012-08-13" "19:29:00" 381 -1.79 2.2625 0.4724
"3181" 3181 "2012-08-13" "19:44:00" 468 -1.6474 2.4145 0.7671
"3182" 3182 "2012-08-13" "19:59:00" 510 -1.598 2.4196 0.8216
"3183" 3183 "2012-08-13" "20:14:00" 441 -1.6667 2.3061 0.6395
"3184" 3184 "2012-08-13" "20:29:00" 419 -1.6683 2.2888 0.6205
"3185" 3185 "2012-08-13" "20:44:00" 445 -1.818 2.2427 0.4247
"3186" 3186 "2012-08-13" "20:59:00" 400 -1.7825 2.285 0.5025
"3187" 3187 "2012-08-13" "21:14:00" 455 -1.8374 2.3209 0.4835
"3188" 3188 "2012-08-13" "21:29:00" 414 -1.8309 2.2174 0.3865
"3189" 3189 "2012-08-13" "21:44:00" 451 -1.6696 2.3104 0.6408
"3190" 3190 "2012-08-13" "21:59:00" 407 -1.6388 2.3366 0.6978
"3191" 3191 "2012-08-13" "22:14:00" 373 -1.7962 2.244 0.4477
"3192" 3192 "2012-08-13" "22:29:00" 333 -1.6757 2.4625 0.7868
"3193" 3193 "2012-08-13" "22:44:00" 344 -1.7703 2.3721 0.6017
"3194" 3194 "2012-08-13" "22:59:00" 208 -1.6394 2.4471 0.8077
"3195" 3195 "2012-08-13" "23:14:00" 172 -1.6453 2.2965 0.6512
"3196" 3196 "2012-08-13" "23:29:00" 163 -1.6564 2.3988 0.7423
"3197" 3197 "2012-08-13" "23:44:00" 117 -1.641 2.1966 0.5556
"3198" 3198 "2012-08-13" "23:59:00" 108 -1.6204 2.25 0.6296
"3199" 3199 "2012-08-14" "00:14:00" 112 -1.7768 2.1429 0.3661
"3200" 3200 "2012-08-14" "00:29:00" 71 -1.5915 2.4085 0.8169
"3201" 3201 "2012-08-14" "00:44:00" 73 -1.7123 2.2192 0.5068
"3202" 3202 "2012-08-14" "00:59:00" 71 -1.5211 2.3662 0.8451
"3203" 3203 "2012-08-14" "01:14:00" 56 -1.6607 2.5179 0.8571
"3204" 3204 "2012-08-14" "01:29:00" 56 -1.75 2.375 0.625
"3205" 3205 "2012-08-14" "01:44:00" 42 -1.7857 2.1667 0.381
"3206" 3206 "2012-08-14" "01:59:00" 36 -1.5278 2.4722 0.9444
"3207" 3207 "2012-08-14" "02:14:00" 26 -1.6538 2.3462 0.6923
"3208" 3208 "2012-08-14" "02:29:00" 37 -1.7838 2.2703 0.4865
"3209" 3209 "2012-08-14" "02:44:00" 35 -1.6 2.4286 0.8286
"3210" 3210 "2012-08-14" "02:59:00" 23 -1.5652 2.3913 0.8261
"3211" 3211 "2012-08-14" "03:14:00" 21 -1.6667 2.2381 0.5714
"3212" 3212 "2012-08-14" "03:29:00" 27 -1.5926 2.1111 0.5185
"3213" 3213 "2012-08-14" "03:44:00" 22 -1.5455 2.3182 0.7727
"3214" 3214 "2012-08-14" "03:59:00" 22 -1.5909 2.5 0.9091
"3215" 3215 "2012-08-14" "04:14:00" 17 -1.4118 2.0588 0.6471
"3216" 3216 "2012-08-14" "04:29:00" 16 -2.0625 1.9375 -0.125
"3217" 3217 "2012-08-14" "04:44:00" 23 -1.4783 2.1304 0.6522
"3218" 3218 "2012-08-14" "04:59:00" 21 -1.5238 2.2381 0.7143
"3219" 3219 "2012-08-14" "05:14:00" 24 -1.875 2.0833 0.2083
"3220" 3220 "2012-08-14" "05:29:00" 19 -1.2105 2.5263 1.3158
"3221" 3221 "2012-08-14" "05:44:00" 44 -1.5227 2.1818 0.6591
"3222" 3222 "2012-08-14" "05:59:00" 46 -1.4783 2.5217 1.0435
"3223" 3223 "2012-08-14" "06:14:00" 72 -1.6667 2.3194 0.6528
"3224" 3224 "2012-08-14" "06:29:00" 92 -1.5435 2.4348 0.8913
"3225" 3225 "2012-08-14" "06:44:00" 104 -1.6827 2.2404 0.5577
"3226" 3226 "2012-08-14" "06:59:00" 130 -1.5769 2.4 0.8231
"3227" 3227 "2012-08-14" "07:14:00" 141 -1.6667 2.4043 0.7376
"3228" 3228 "2012-08-14" "07:29:00" 165 -1.7152 2.2061 0.4909
"3229" 3229 "2012-08-14" "07:44:00" 183 -1.6721 2.2842 0.612
"3230" 3230 "2012-08-14" "07:59:00" 225 -1.7333 2.2044 0.4711
"3231" 3231 "2012-08-14" "08:14:00" 227 -1.6035 2.3921 0.7885
"3232" 3232 "2012-08-14" "08:29:00" 235 -1.6723 2.2766 0.6043
"3233" 3233 "2012-08-14" "08:44:00" 252 -1.6111 2.2857 0.6746
"3234" 3234 "2012-08-14" "08:59:00" 211 -1.5355 2.3507 0.8152
"3235" 3235 "2012-08-14" "09:14:00" 268 -1.6119 2.1903 0.5784
"3236" 3236 "2012-08-14" "09:29:00" 249 -1.6787 2.2209 0.5422
"3237" 3237 "2012-08-14" "09:44:00" 228 -1.5439 2.4123 0.8684
"3238" 3238 "2012-08-14" "09:59:00" 240 -1.7083 2.225 0.5167
"3239" 3239 "2012-08-14" "10:14:00" 242 -1.6116 2.3223 0.7107
"3240" 3240 "2012-08-14" "10:29:00" 224 -1.5446 2.3661 0.8214
"3241" 3241 "2012-08-14" "10:44:00" 258 -1.5116 2.2829 0.7713
"3242" 3242 "2012-08-14" "10:59:00" 279 -1.5448 2.3441 0.7993
"3243" 3243 "2012-08-14" "11:14:00" 258 -1.4496 2.5 1.0504
"3244" 3244 "2012-08-14" "11:29:00" 236 -1.5339 2.2797 0.7458
"3245" 3245 "2012-08-14" "11:44:00" 249 -1.5221 2.4096 0.8876
"3246" 3246 "2012-08-14" "11:59:00" 208 -1.6394 2.3365 0.6971
"3247" 3247 "2012-08-14" "12:14:00" 228 -1.6842 2.2632 0.5789
"3248" 3248 "2012-08-14" "12:29:00" 248 -1.5081 2.4315 0.9234
"3249" 3249 "2012-08-14" "12:44:00" 268 -1.7015 2.2948 0.5933
"3250" 3250 "2012-08-14" "12:59:00" 248 -1.496 2.3992 0.9032
"3251" 3251 "2012-08-14" "13:14:00" 237 -1.5274 2.4093 0.8819
"3252" 3252 "2012-08-14" "13:29:00" 224 -1.6563 2.2857 0.6295
"3253" 3253 "2012-08-14" "13:44:00" 182 -1.6154 2.4011 0.7857
"3254" 3254 "2012-08-14" "13:59:00" 208 -1.524 2.2885 0.7644
"3255" 3255 "2012-08-14" "14:14:00" 166 -1.512 2.3133 0.8012
"3256" 3256 "2012-08-14" "14:29:00" 187 -1.4759 2.3209 0.8449
"3257" 3257 "2012-08-14" "14:44:00" 183 -1.4918 2.2404 0.7486
"3258" 3258 "2012-08-14" "14:59:00" 199 -1.5226 2.4422 0.9196
"3259" 3259 "2012-08-14" "15:14:00" 208 -1.399 2.3894 0.9904
"3260" 3260 "2012-08-14" "15:29:00" 200 -1.7 2.28 0.58
"3261" 3261 "2012-08-14" "15:44:00" 192 -1.4792 2.3333 0.8542
"3262" 3262 "2012-08-14" "15:59:00" 204 -1.3971 2.3971 1
"3263" 3263 "2012-08-14" "16:14:00" 205 -1.4537 2.2683 0.8146
"3264" 3264 "2012-08-14" "16:29:00" 190 -1.4842 2.2737 0.7895
"3265" 3265 "2012-08-14" "16:44:00" 173 -1.5723 2.2717 0.6994
"3266" 3266 "2012-08-14" "16:59:00" 180 -1.6944 2.2889 0.5944
"3267" 3267 "2012-08-14" "17:14:00" 216 -1.8194 2.1759 0.3565
"3268" 3268 "2012-08-14" "17:29:00" 186 -1.7419 2.2366 0.4946
"3269" 3269 "2012-08-14" "17:44:00" 190 -1.5947 2.2947 0.7
"3270" 3270 "2012-08-14" "17:59:00" 210 -1.5714 2.4381 0.8667
"3271" 3271 "2012-08-14" "18:14:00" 210 -1.6571 2.281 0.6238
"3272" 3272 "2012-08-14" "18:29:00" 191 -1.534 2.2932 0.7592
"3273" 3273 "2012-08-14" "18:44:00" 184 -1.712 2.2446 0.5326
"3274" 3274 "2012-08-14" "18:59:00" 152 -1.5263 2.4079 0.8816
"3275" 3275 "2012-08-14" "19:14:00" 209 -1.6603 2.4306 0.7703
"3276" 3276 "2012-08-14" "19:29:00" 221 -1.5928 2.4389 0.8462
"3277" 3277 "2012-08-14" "19:44:00" 203 -1.5911 2.4286 0.8374
"3278" 3278 "2012-08-14" "19:59:00" 199 -1.794 2.3467 0.5528
"3279" 3279 "2012-08-14" "20:14:00" 189 -1.8148 2.2593 0.4444
"3280" 3280 "2012-08-14" "20:29:00" 180 -1.6667 2.3 0.6333
"3281" 3281 "2012-08-14" "20:44:00" 176 -1.6761 2.375 0.6989
"3282" 3282 "2012-08-14" "20:59:00" 257 -1.5486 2.5603 1.0117
"3283" 3283 "2012-08-14" "21:14:00" 235 -1.4851 2.4681 0.983
"3284" 3284 "2012-08-14" "21:29:00" 186 -1.672 2.2957 0.6237
"3285" 3285 "2012-08-14" "21:44:00" 207 -1.7246 2.3043 0.5797
"3286" 3286 "2012-08-14" "21:59:00" 220 -1.6818 2.3636 0.6818
"3287" 3287 "2012-08-14" "22:14:00" 192 -1.9271 2.1875 0.2604
"3288" 3288 "2012-08-14" "22:29:00" 155 -1.6194 2.4065 0.7871
"3289" 3289 "2012-08-14" "22:44:00" 116 -1.6638 2.1897 0.5259
"3290" 3290 "2012-08-14" "22:59:00" 148 -1.5405 2.2568 0.7162
"3291" 3291 "2012-08-14" "23:14:00" 105 -1.5333 2.5333 1
"3292" 3292 "2012-08-14" "23:29:00" 93 -1.6882 2.3763 0.6882
"3293" 3293 "2012-08-14" "23:44:00" 78 -1.6538 2.2436 0.5897
"3294" 3294 "2012-08-14" "23:59:00" 50 -1.6 2.46 0.86
"3295" 3295 "2012-08-15" "00:14:00" 62 -1.8226 2.4032 0.5806
"3296" 3296 "2012-08-15" "00:29:00" 82 -1.4634 2.4268 0.9634
"3297" 3297 "2012-08-15" "00:44:00" 61 -1.6066 2.2131 0.6066
"3298" 3298 "2012-08-15" "00:59:00" 59 -1.6102 2.4068 0.7966
"3299" 3299 "2012-08-15" "01:14:00" 31 -1.5806 2.2903 0.7097
"3300" 3300 "2012-08-15" "01:29:00" 25 -1.96 2.28 0.32
"3301" 3301 "2012-08-15" "01:44:00" 32 -1.9375 1.9688 0.0313
"3302" 3302 "2012-08-15" "01:59:00" 27 -1.5926 2.4074 0.8148
"3303" 3303 "2012-08-15" "02:14:00" 27 -2 2.037 0.037
"3304" 3304 "2012-08-15" "02:29:00" 10 -1.6 2 0.4
"3305" 3305 "2012-08-15" "02:44:00" 16 -1.6875 2.1875 0.5
"3306" 3306 "2012-08-15" "02:59:00" 16 -1.9375 2.1875 0.25
"3307" 3307 "2012-08-15" "03:14:00" 14 -1.8571 2.1429 0.2857
"3308" 3308 "2012-08-15" "03:29:00" 12 -1.5833 2 0.4167
"3309" 3309 "2012-08-15" "03:44:00" 8 -1.375 1.875 0.5
"3310" 3310 "2012-08-15" "03:59:00" 5 -2.2 2.2 0
"3311" 3311 "2012-08-15" "04:14:00" 10 -1.4 2.5 1.1
"3312" 3312 "2012-08-15" "04:29:00" 9 -1.3333 2.4444 1.1111
"3313" 3313 "2012-08-15" "04:44:00" 17 -1.4118 2.7647 1.3529
"3314" 3314 "2012-08-15" "04:59:00" 18 -1.6111 2.3333 0.7222
"3315" 3315 "2012-08-15" "05:14:00" 21 -1.381 2.5238 1.1429
"3316" 3316 "2012-08-15" "05:29:00" 15 -1.8667 2.1333 0.2667
"3317" 3317 "2012-08-15" "05:44:00" 39 -1.5385 2.3846 0.8462
"3318" 3318 "2012-08-15" "05:59:00" 37 -1.5135 2.2432 0.7297
"3319" 3319 "2012-08-15" "06:14:00" 45 -1.3111 2.4222 1.1111
"3320" 3320 "2012-08-15" "06:29:00" 62 -1.7258 2.3065 0.5806
"3321" 3321 "2012-08-15" "06:44:00" 62 -1.8548 2.3871 0.5323
"3322" 3322 "2012-08-15" "06:59:00" 66 -1.6212 2.3333 0.7121
"3323" 3323 "2012-08-15" "07:14:00" 78 -1.6923 2.3205 0.6282
"3324" 3324 "2012-08-15" "07:29:00" 119 -1.6387 2.4538 0.8151
"3325" 3325 "2012-08-15" "07:44:00" 113 -1.7434 2.3805 0.6372
"3326" 3326 "2012-08-15" "07:59:00" 131 -1.5496 2.3664 0.8168
"3327" 3327 "2012-08-15" "08:14:00" 126 -1.5714 2.373 0.8016
"3328" 3328 "2012-08-15" "08:29:00" 162 -1.5988 2.3704 0.7716
"3329" 3329 "2012-08-15" "08:44:00" 176 -1.5398 2.3636 0.8239
"3330" 3330 "2012-08-15" "08:59:00" 153 -1.5621 2.2745 0.7124
"3331" 3331 "2012-08-15" "09:14:00" 189 -1.6032 2.2963 0.6931
"3332" 3332 "2012-08-15" "09:29:00" 182 -1.6099 2.2527 0.6429
"3333" 3333 "2012-08-15" "09:44:00" 167 -1.485 2.3653 0.8802
"3334" 3334 "2012-08-15" "09:59:00" 217 -1.6267 2.2488 0.6221
"3335" 3335 "2012-08-15" "10:14:00" 171 -1.6082 2.2632 0.655
"3336" 3336 "2012-08-15" "10:29:00" 219 -1.5342 2.2603 0.726
"3337" 3337 "2012-08-15" "10:44:00" 204 -1.7353 2.2892 0.5539
"3338" 3338 "2012-08-15" "10:59:00" 218 -1.5459 2.4128 0.867
"3339" 3339 "2012-08-15" "11:14:00" 172 -1.7035 2.2616 0.5581
"3340" 3340 "2012-08-15" "11:29:00" 219 -1.4977 2.3973 0.8995
"3341" 3341 "2012-08-15" "11:44:00" 188 -1.4894 2.3191 0.8298
"3342" 3342 "2012-08-15" "11:59:00" 175 -1.5543 2.36 0.8057
"3343" 3343 "2012-08-15" "12:14:00" 180 -1.6111 2.3389 0.7278
"3344" 3344 "2012-08-15" "12:29:00" 187 -1.4866 2.2941 0.8075
"3345" 3345 "2012-08-15" "12:44:00" 195 -1.5282 2.4359 0.9077
"3346" 3346 "2012-08-15" "12:59:00" 163 -1.4724 2.362 0.8896
"3347" 3347 "2012-08-15" "13:14:00" 161 -1.5404 2.3913 0.8509
"3348" 3348 "2012-08-15" "13:29:00" 167 -1.5928 2.4371 0.8443
"3349" 3349 "2012-08-15" "13:44:00" 171 -1.7018 2.4971 0.7953
"3350" 3350 "2012-08-15" "13:59:00" 178 -1.5674 2.3933 0.8258
"3351" 3351 "2012-08-15" "14:14:00" 165 -1.6242 2.3515 0.7273
"3352" 3352 "2012-08-15" "14:29:00" 120 -1.4167 2.4583 1.0417
"3353" 3353 "2012-08-15" "14:44:00" 134 -1.6493 2.291 0.6418
"3354" 3354 "2012-08-15" "14:59:00" 105 -1.4952 2.5143 1.019
"3355" 3355 "2012-08-15" "15:14:00" 137 -1.5401 2.4307 0.8905
"3356" 3356 "2012-08-15" "15:29:00" 164 -1.4573 2.3598 0.9024
"3357" 3357 "2012-08-15" "15:44:00" 206 -1.4515 2.6553 1.2039
"3358" 3358 "2012-08-15" "15:59:00" 125 -1.552 2.632 1.08
"3359" 3359 "2012-08-15" "16:14:00" 144 -1.625 2.3194 0.6944
"3360" 3360 "2012-08-15" "16:29:00" 182 -1.5055 2.2637 0.7582
"3361" 3361 "2012-08-15" "16:44:00" 133 -1.5338 2.3233 0.7895
"3362" 3362 "2012-08-15" "16:59:00" 147 -1.4966 2.2857 0.7891
"3363" 3363 "2012-08-15" "17:14:00" 141 -1.5532 2.3191 0.766
"3364" 3364 "2012-08-15" "17:29:00" 147 -1.5986 2.4014 0.8027
"3365" 3365 "2012-08-15" "17:44:00" 158 -1.6266 2.2911 0.6646
"3366" 3366 "2012-08-15" "17:59:00" 180 -1.6 2.25 0.65
"3367" 3367 "2012-08-15" "18:14:00" 133 -1.6241 2.3158 0.6917
"3368" 3368 "2012-08-15" "18:29:00" 144 -1.5903 2.3403 0.75
"3369" 3369 "2012-08-15" "18:44:00" 153 -1.8105 2.2418 0.4314
"3370" 3370 "2012-08-15" "18:59:00" 168 -1.6369 2.3095 0.6726
"3371" 3371 "2012-08-15" "19:14:00" 176 -1.7102 2.3239 0.6136
"3372" 3372 "2012-08-15" "19:29:00" 162 -1.8272 2.216 0.3889
"3373" 3373 "2012-08-15" "19:44:00" 163 -1.6442 2.2086 0.5644
"3374" 3374 "2012-08-15" "19:59:00" 164 -1.6463 2.3537 0.7073
"3375" 3375 "2012-08-15" "20:14:00" 158 -1.6709 2.3797 0.7089
"3376" 3376 "2012-08-15" "20:29:00" 150 -1.6867 2.3667 0.68
"3377" 3377 "2012-08-15" "20:44:00" 151 -1.7219 2.3113 0.5894
"3378" 3378 "2012-08-15" "20:59:00" 143 -1.7413 2.2517 0.5105
"3379" 3379 "2012-08-15" "21:14:00" 137 -1.7372 2.4307 0.6934
"3380" 3380 "2012-08-15" "21:29:00" 403 -1.6675 2.2258 0.5583
"3381" 3381 "2012-08-15" "21:44:00" 163 -1.7607 2.3436 0.5828
"3382" 3382 "2012-08-15" "21:59:00" 165 -1.7939 2.4 0.6061
"3383" 3383 "2012-08-15" "22:14:00" 138 -1.7681 2.413 0.6449
"3384" 3384 "2012-08-15" "22:29:00" 125 -1.728 2.336 0.608
"3385" 3385 "2012-08-15" "22:44:00" 68 -1.8676 2.1324 0.2647
"3386" 3386 "2012-08-15" "22:59:00" 84 -1.8095 2.2738 0.4643
"3387" 3387 "2012-08-15" "23:14:00" 77 -1.5844 2.3896 0.8052
"3388" 3388 "2012-08-15" "23:29:00" 84 -1.7262 2.3214 0.5952
"3389" 3389 "2012-08-15" "23:44:00" 64 -1.8906 2.0625 0.1719
"3390" 3390 "2012-08-15" "23:59:00" 49 -1.5306 2.4286 0.898
"3391" 3391 "2012-08-16" "00:14:00" 45 -1.8 2.2444 0.4444
"3392" 3392 "2012-08-16" "00:29:00" 36 -1.6389 2.3056 0.6667
"3393" 3393 "2012-08-16" "00:44:00" 39 -1.7949 2.3333 0.5385
"3394" 3394 "2012-08-16" "00:59:00" 36 -1.7222 2.1944 0.4722
"3395" 3395 "2012-08-16" "01:14:00" 26 -1.4615 2.1923 0.7308
"3396" 3396 "2012-08-16" "01:29:00" 24 -2.0417 2 -0.0417
"3397" 3397 "2012-08-16" "01:44:00" 13 -1.4615 2.3077 0.8462
"3398" 3398 "2012-08-16" "01:59:00" 11 -1.7273 2.2727 0.5455
"3399" 3399 "2012-08-16" "02:14:00" 14 -1.2857 2.4286 1.1429
"3400" 3400 "2012-08-16" "02:29:00" 11 -1.9091 2.4545 0.5455
"3401" 3401 "2012-08-16" "02:44:00" 6 -1 2.5 1.5
"3402" 3402 "2012-08-16" "02:59:00" 19 -1.4737 2.5789 1.1053
"3403" 3403 "2012-08-16" "03:14:00" 12 -1.3333 2.1667 0.8333
"3404" 3404 "2012-08-16" "03:29:00" 14 -1.6429 2.7857 1.1429
"3405" 3405 "2012-08-16" "03:44:00" 10 -1.7 2.4 0.7
"3406" 3406 "2012-08-16" "03:59:00" 3 -1.3333 2.6667 1.3333
"3407" 3407 "2012-08-16" "04:14:00" 7 -1.8571 2.2857 0.4286
"3408" 3408 "2012-08-16" "04:29:00" 6 -1.5 2.8333 1.3333
"3409" 3409 "2012-08-16" "04:44:00" 6 -1.6667 1.6667 0
"3410" 3410 "2012-08-16" "04:59:00" 15 -1.2 2.3333 1.1333
"3411" 3411 "2012-08-16" "05:14:00" 16 -1.6875 2.125 0.4375
"3412" 3412 "2012-08-16" "05:29:00" 14 -1.3571 2.3571 1
"3413" 3413 "2012-08-16" "05:44:00" 19 -1.3158 2.1053 0.7895
"3414" 3414 "2012-08-16" "05:59:00" 19 -2 2.1579 0.1579
"3415" 3415 "2012-08-16" "06:14:00" 50 -1.42 2.52 1.1
"3416" 3416 "2012-08-16" "06:29:00" 39 -1.5128 2.2821 0.7692
"3417" 3417 "2012-08-16" "06:44:00" 35 -1.5143 2.2286 0.7143
"3418" 3418 "2012-08-16" "06:59:00" 56 -1.4107 2.5179 1.1071
"3419" 3419 "2012-08-16" "07:14:00" 63 -1.7302 2.3651 0.6349
"3420" 3420 "2012-08-16" "07:29:00" 80 -1.725 2.3375 0.6125
"3421" 3421 "2012-08-16" "07:44:00" 66 -1.5152 2.3636 0.8485
"3422" 3422 "2012-08-16" "07:59:00" 106 -1.5 2.3396 0.8396
"3423" 3423 "2012-08-16" "08:14:00" 105 -1.5714 2.4571 0.8857
